Username,Freq(11pm-6am),Freq(6am-11pm),Total Freq
13246,winterkasworm,0.0,1.0,1.0
13247,dorkmuffin36,0.0,1.0,1.0
13248,RegineFilange,0.0,1.0,1.0
13249,wenqi_loves,0.0,1.0,1.0
13250,elizabethomson,0.0,1.0,1.0
13251,LuckyxxStar,2.0,0.0,2.0
13252,Avril4everr,1.0,0.0,1.0
13253,IMICCA07,0.0,1.0,1.0
13254,zackoid,1.0,1.0,2.0
13255,simplyabbey,1.0,0.0,1.0
13256,quintinholder,1.0,0.0,1.0
13257,dustinwilson,0.0,1.0,1.0
13258,bubblebrothers,1.0,0.0,1.0
13259,Tezzyy,1.0,0.0,1.0
13260,mohdabdurraafay,1.0,0.0,1.0
13261,1every,1.0,0.0,1.0
13262,DocNicole,0.0,1.0,1.0
13263,laurenj27,0.0,1.0,1.0
13264,jOANNAxeLAiNe,0.0,1.0,1.0
13265,finzgar,0.0,1.0,1.0
13266,CiaoVino,1.0,0.0,1.0
13267,BigDaveP,1.0,0.0,1.0
13268,EviLovesMcFly,2.0,1.0,3.0
13269,msmyndi,0.0,1.0,1.0
13270,Overshee,0.0,1.0,1.0
13271,elzzzzzz,1.0,0.0,1.0
13272,daynah,1.0,0.0,1.0
13273,RowanPellegrin,1.0,0.0,1.0
13274,misspretty03,0.0,1.0,1.0
13275,xo_soph,0.0,1.0,1.0
13276,LAHornbogen,1.0,0.0,1.0
13277,Much_Respect,0.0,1.0,1.0
13278,clairelouise2,0.0,1.0,1.0
13279,Cryptic_Daeke,0.0,1.0,1.0
13280,LinksBoots,0.0,1.0,1.0
13281,hapichan,0.0,1.0,1.0
13282,Dorothy_Jean,0.0,1.0,1.0
13283,lovesickass,0.0,1.0,1.0
13284,Andreaeaton,0.0,1.0,1.0
13285,juanamae,1.0,0.0,1.0
13286,parkbike,0.0,1.0,1.0
13287,AdrienField,0.0,1.0,1.0
13288,CJEBQZR,0.0,1.0,1.0
13289,niklotus,0.0,1.0,1.0
13290,nenalyzed,1.0,1.0,2.0
13291,Annie1978,0.0,1.0,1.0
13292,JenniferKaplan,0.0,1.0,1.0
13293,wulliee,0.0,1.0,1.0
13294,murshidahsaid,1.0,0.0,1.0
13295,JIstvan,0.0,1.0,1.0
13296,hollibomb,0.0,1.0,1.0
13297,KezLep,0.0,1.0,1.0
13298,swimflee,0.0,1.0,1.0
13299,michelleborkin,1.0,0.0,1.0
13300,jeremyg423,1.0,0.0,1.0
13301,Haaci,0.0,1.0,1.0
13302,AyeJayy,0.0,1.0,1.0
13303,Kitty_Pouts,1.0,0.0,1.0
13304,AnnabelWynne,0.0,1.0,1.0
13305,anabass,1.0,0.0,1.0
13306,uniktheproducer,0.0,1.0,1.0
13307,wirelesschunk,0.0,1.0,1.0
13308,oohlookacat,1.0,0.0,1.0
13309,lorenatarin,1.0,0.0,1.0
13310,anomit,1.0,0.0,1.0
13311,crfalls,1.0,0.0,1.0
13312,nicholepeters,0.0,1.0,1.0
13313,greatescape09,1.0,0.0,1.0
13314,NowOnZazzle,1.0,0.0,1.0
13315,mydesire,1.0,0.0,1.0
13316,elly_bo_belly,0.0,1.0,1.0
13317,PoNsTatheMoNsTa,0.0,1.0,1.0
13318,themiragechild,0.0,1.0,1.0
13319,RockstarRaquel,1.0,0.0,1.0
13320,nicooolecelis,1.0,0.0,1.0
13321,blinginaugs,0.0,1.0,1.0
13322,iferrr,1.0,0.0,1.0
13323,TheBlockIsBack,1.0,0.0,1.0
13324,MedBotJinx,0.0,1.0,1.0
13325,ruthutami,0.0,1.0,1.0
13326,vatyavatya,1.0,0.0,1.0
13327,Tiff_Headbangin,0.0,1.0,1.0
13328,AirKarinaBx23,0.0,1.0,1.0
13329,CarmenKarma,1.0,0.0,1.0
13330,BrunetteExotica,0.0,1.0,1.0
13331,afton_volturi,0.0,1.0,1.0
13332,fashionsflyest,1.0,0.0,1.0
13333,marxepunx,0.0,1.0,1.0
13334,mbtruenorth,0.0,1.0,1.0
13335,marieli12,1.0,0.0,1.0
13336,patronuss,0.0,1.0,1.0
13337,mVilladolid,0.0,1.0,1.0
13338,andychongyc,0.0,1.0,1.0
13339,tonichanelloves,0.0,1.0,1.0
13340,adapaavi,1.0,0.0,1.0
13341,RAZE502,1.0,0.0,1.0
13342,cassieaiden,0.0,1.0,1.0
13343,goodlaura,0.0,2.0,2.0
13344,itsnathantorres,0.0,1.0,1.0
13345,umeshg,1.0,0.0,1.0
13346,CarolynJude,1.0,0.0,1.0
13347,lenamac,0.0,1.0,1.0
13348,AmysFinerThings,0.0,1.0,1.0
13349,Akiinthecity,1.0,0.0,1.0
13350,rosyblue,0.0,1.0,1.0
13351,PssyPrvails_CEO,0.0,1.0,1.0
13352,sithiro,0.0,1.0,1.0
13353,tari_ancalime,1.0,0.0,1.0
13354,annabethblue,0.0,1.0,1.0
13355,AEViAN,0.0,1.0,1.0
13356,FiendishMinx,0.0,1.0,1.0
13357,jennieofcourse,0.0,1.0,1.0
13358,elelovespanic,1.0,0.0,1.0
13359,D_AMAZIN,1.0,0.0,1.0
13360,yohannespt,0.0,1.0,1.0
13361,StruttsWife,1.0,0.0,1.0
13362,LOVE4BHINES,1.0,0.0,1.0
13363,derrekcooper,1.0,0.0,1.0
13364,notquitecrazy,0.0,1.0,1.0
13365,scastledine,1.0,0.0,1.0
13366,ZuriNayeem,0.0,3.0,3.0
13367,slayerroly,0.0,1.0,1.0
13368,vintagegoodness,0.0,1.0,1.0
13369,rosiefresh,1.0,0.0,1.0
13370,shonali,0.0,1.0,1.0
13371,Bia_Loves_NKOTB,0.0,1.0,1.0
13372,SONGSTR3SS,0.0,2.0,2.0
13373,joyfulmother,0.0,1.0,1.0
13374,Isibaby16,1.0,0.0,1.0
13375,_praedo_,1.0,0.0,1.0
13376,justinjap,0.0,1.0,1.0
13377,wildpeeta,1.0,0.0,1.0
13378,KyleKiloKalorie,0.0,1.0,1.0
13379,pialoader,1.0,0.0,1.0
13380,McLaren_25,0.0,1.0,1.0
13381,sallyisacupcake,1.0,0.0,1.0
13382,Daneel3001,1.0,0.0,1.0
13383,Phuzzehlogik,0.0,1.0,1.0
13384,omgkatie,1.0,0.0,1.0
13385,swimmingcarp,0.0,1.0,1.0
13386,SonnyLaFlare,0.0,1.0,1.0
13387,StephDeBoer,0.0,1.0,1.0
13388,happyBeSacky,1.0,0.0,1.0
13389,paprikaglobal,1.0,0.0,1.0
13390,tmstier,0.0,1.0,1.0
13391,zachspencer,0.0,1.0,1.0
13392,pineconezz,1.0,0.0,1.0
13393,MattReeves17,0.0,1.0,1.0
13394,artchickhb,0.0,1.0,1.0
13395,RealVidaGuerra,0.0,1.0,1.0
13396,asthedeadsleep,0.0,1.0,1.0
13397,BarbaraIsCoool,0.0,1.0,1.0
13398,HeatherWharton,0.0,1.0,1.0
13399,breezysalive,0.0,1.0,1.0
13400,jenfamous,0.0,1.0,1.0
13401,regine705,0.0,1.0,1.0
13402,tyed09,0.0,1.0,1.0
13403,makatron,0.0,1.0,1.0
13404,blowryboi,0.0,1.0,1.0
13405,simplygrey,0.0,1.0,1.0
13406,heavyfeet,1.0,0.0,1.0
13407,KennethWatt,1.0,0.0,1.0
13408,pralinesndcream,1.0,0.0,1.0
13409,masterpatricko,0.0,1.0,1.0
13410,evilnixon,0.0,1.0,1.0
13411,PaddyMustTweet,0.0,1.0,1.0
13412,MyOpportunity,0.0,1.0,1.0
13413,adeliamazlan,0.0,1.0,1.0
13414,kat_n,1.0,0.0,1.0
13415,TheRealDJames,0.0,1.0,1.0
13416,Mavenspire,0.0,1.0,1.0
13417,indiegirl175,0.0,1.0,1.0
13418,juhhhnet,0.0,1.0,1.0
13419,moafie,1.0,0.0,1.0
13420,wakingLifexx,0.0,1.0,1.0
13421,thuyyxo,0.0,1.0,1.0
13422,xXxnicci95xXx,0.0,1.0,1.0
13423,GC_Fan,1.0,0.0,1.0
13424,TayswiftUKfans,0.0,1.0,1.0
13425,tupietupie,1.0,0.0,1.0
13426,Haunted_girl,0.0,1.0,1.0
13427,thevervekid,1.0,0.0,1.0
13428,csozac,0.0,1.0,1.0
13429,MileyDemSelena,0.0,1.0,1.0
13430,Junie0218,1.0,0.0,1.0
13431,dammitdaisy,0.0,1.0,1.0
13432,JoEmmanuelle,1.0,0.0,1.0
13433,dypeterc,0.0,1.0,1.0
13434,laname,0.0,1.0,1.0
13435,Rocketship124,0.0,1.0,1.0
13436,ThatAprilGirl,1.0,0.0,1.0
13437,justplainrach,1.0,0.0,1.0
13438,leahgiselle,0.0,1.0,1.0
13439,brownzgyal,1.0,0.0,1.0
13440,ElissaKo,0.0,1.0,1.0
13441,MtBikeXMan,0.0,1.0,1.0
13442,kimbr,0.0,1.0,1.0
13443,Lu_cy,0.0,1.0,1.0
13444,regeenahh,1.0,0.0,1.0
13445,Suprnatralfan72,0.0,1.0,1.0
13446,alyssahayley,1.0,0.0,1.0
13447,ashlux,0.0,1.0,1.0
13448,emmaklandau,0.0,1.0,1.0
13449,JLBMOctober,0.0,1.0,1.0
13450,Ron_derick,0.0,1.0,1.0
13451,phoenixmoon3,0.0,2.0,2.0
13452,txtneni,1.0,0.0,1.0
13453,Mexboom,0.0,1.0,1.0
13454,MLFATR,1.0,0.0,1.0
13455,thequestess,1.0,0.0,1.0
13456,whitenebula,0.0,1.0,1.0
13457,lady_iron,0.0,1.0,1.0
13458,AuntieNinaWeesa,0.0,1.0,1.0
13459,raymundopelayo,0.0,1.0,1.0
13460,aicahrlovesyou,0.0,1.0,1.0
13461,dollprincexha,0.0,1.0,1.0
13462,snowjobb,0.0,1.0,1.0
13463,holdfire,1.0,0.0,1.0
13464,ironie101,1.0,0.0,1.0
13465,dianalouise66,1.0,0.0,1.0
13466,Darnell0216,0.0,1.0,1.0
13467,Jooz96,0.0,1.0,1.0
13468,silvercuellar3,0.0,1.0,1.0
13469,haines57,0.0,1.0,1.0
13470,handtrades,0.0,1.0,1.0
13471,xxjessicarosexx,1.0,0.0,1.0
13472,H077y,1.0,0.0,1.0
13473,SarahLouAxox,1.0,0.0,1.0
13474,ssjAngel,0.0,1.0,1.0
13475,mintysandwich,0.0,1.0,1.0
13476,Tree4TheNguyen,0.0,1.0,1.0
13477,LT_Hennig,1.0,0.0,1.0
13478,RICKALICK,1.0,0.0,1.0
13479,okayandrea,1.0,0.0,1.0
13480,kronk,1.0,0.0,1.0
13481,SingleSyllable,0.0,1.0,1.0
13482,CodyVance,0.0,1.0,1.0
13483,sujal,0.0,1.0,1.0
13484,mikeparlee,0.0,1.0,1.0
13485,Evangelique,0.0,1.0,1.0
13486,siggybebop,1.0,0.0,1.0
13487,anotorias,1.0,0.0,1.0
13488,Cartoonslife,0.0,1.0,1.0
13489,DomenicY,1.0,0.0,1.0
13490,jamescarruthers,1.0,0.0,1.0
13491,GF_Steph,0.0,1.0,1.0
13492,ruthangel,1.0,0.0,1.0
13493,ASOS_Efe,0.0,1.0,1.0
13494,meaganmachado,0.0,1.0,1.0
13495,tontonn,0.0,1.0,1.0
13496,crisr,1.0,0.0,1.0
13497,relynchjr,0.0,1.0,1.0
13498,MeLi_Ry,0.0,1.0,1.0
13499,i3am3angel,1.0,0.0,1.0
13500,MercedesSineek,0.0,1.0,1.0
13501,jonasobsessedx,1.0,0.0,1.0
13502,WildNatalie,0.0,1.0,1.0
13503,fryfan20,1.0,0.0,1.0
13504,samanthah326,1.0,0.0,1.0
13505,AnAreKissed,0.0,1.0,1.0
13506,molytail,1.0,0.0,1.0
13507,Smarmy26,0.0,1.0,1.0
13508,rqu0n,0.0,1.0,1.0
13509,shabannon,0.0,1.0,1.0
13510,lindeas,0.0,1.0,1.0
13511,___HerSoul,1.0,0.0,1.0
13512,HayleyGradwell,1.0,0.0,1.0
13513,Wugga,0.0,1.0,1.0
13514,Chelle_SPgirl,0.0,1.0,1.0
13515,GeekySteph,0.0,2.0,2.0
13516,mighty_sylven,0.0,1.0,1.0
13517,loz16,1.0,0.0,1.0
13518,JennCleveland,0.0,1.0,1.0
13519,cook1097,0.0,1.0,1.0
13520,ASimoes76,0.0,1.0,1.0
13521,banhart,0.0,1.0,1.0
13522,Jadelinaa,0.0,1.0,1.0
13523,pamela_gill,0.0,1.0,1.0
13524,heathenshearth,0.0,1.0,1.0
13525,gaveen,1.0,0.0,1.0
13526,jamster001,0.0,1.0,1.0
13527,rainbowpastels,1.0,0.0,1.0
13528,greenbear17,0.0,1.0,1.0
13529,APBsayin,2.0,0.0,2.0
13530,Knivy,0.0,1.0,1.0
13531,peacenchaos,1.0,0.0,1.0
13532,caffeine_pixie,0.0,1.0,1.0
13533,girlwithfringe,0.0,2.0,2.0
13534,XzXskittlesXzX,1.0,0.0,1.0
13535,YasminLovee,0.0,1.0,1.0
13536,heystephy,1.0,0.0,1.0
13537,Carlliee,0.0,1.0,1.0
13538,jordan_davis,1.0,0.0,1.0
13539,guttedgeek,1.0,0.0,1.0
13540,tracyvanhorne,0.0,1.0,1.0
13541,jlyarnworks,0.0,1.0,1.0
13542,markaitken,1.0,0.0,1.0
13543,lovejoli,1.0,0.0,1.0
13544,EsturwuzheyaH,0.0,1.0,1.0
13545,bean_damager,1.0,0.0,1.0
13546,suska,0.0,1.0,1.0
13547,beat,0.0,1.0,1.0
13548,gaydatinguk,0.0,1.0,1.0
13549,melbots,1.0,0.0,1.0
13550,bobbythomas1,0.0,1.0,1.0
13551,ayojef77,0.0,1.0,1.0
13552,ox_Emma,1.0,0.0,1.0
13553,libraryninja,1.0,0.0,1.0
13554,apeek06,0.0,1.0,1.0
13555,xCarCrashHearts,0.0,1.0,1.0
13556,alliewaffles,0.0,1.0,1.0
13557,esbjornlarsen,0.0,1.0,1.0
13558,SuperKev,0.0,1.0,1.0
13559,icybluequest,0.0,1.0,1.0
13560,niklasfrisk,1.0,1.0,2.0
13561,Kayla5513,0.0,1.0,1.0
13562,danielle_chx,0.0,1.0,1.0
13563,emcomm1,0.0,1.0,1.0
13564,is_selene,1.0,1.0,2.0
13565,meymooi,0.0,1.0,1.0
13566,TheSourceress,1.0,0.0,1.0
13567,uaepm,1.0,0.0,1.0
13568,purplepopple,0.0,1.0,1.0
13569,britplustany,0.0,1.0,1.0
13570,erica_joy,1.0,0.0,1.0
13571,absolutelyabby,0.0,1.0,1.0
13572,JaymeeBear,0.0,1.0,1.0
13573,diirtyconverse,0.0,1.0,1.0
13574,crysmacdonald,0.0,1.0,1.0
13575,skibur,0.0,1.0,1.0
13576,DomArleane,0.0,1.0,1.0
13577,analucasey,0.0,1.0,1.0
13578,ArunBasilLal,2.0,0.0,2.0
13579,richpb7,1.0,0.0,1.0
13580,deikasartika,0.0,1.0,1.0
13581,Lexi_MariahLamb,0.0,1.0,1.0
13582,webdevpm,0.0,1.0,1.0
13583,chelrose,0.0,1.0,1.0
13584,hiiikelly,1.0,1.0,2.0
13585,Jill88,1.0,0.0,1.0
13586,MagicDandelions,0.0,1.0,1.0
13587,Ps8612,1.0,1.0,2.0
13588,simplemods,0.0,1.0,1.0
13589,AWDawno,1.0,0.0,1.0
13590,Dniiz,0.0,1.0,1.0
13591,wag1960,0.0,1.0,1.0
13592,ItsMissRiot,0.0,1.0,1.0
13593,lisang,1.0,0.0,1.0
13594,jase_xo,1.0,0.0,1.0
13595,CathyLMason,0.0,1.0,1.0
13596,jacquelineee,1.0,0.0,1.0
13597,LaurenMariePwns,0.0,1.0,1.0
13598,akshatk,0.0,1.0,1.0
13599,ladythibeault,1.0,0.0,1.0
13600,Hoboprophet,0.0,1.0,1.0
13601,bellax0xleslie,0.0,1.0,1.0
13602,ComcastGeorge,0.0,1.0,1.0
13603,geoffsays,2.0,0.0,2.0
13604,pcmacsmackdown,1.0,0.0,1.0
13605,njctncca,0.0,1.0,1.0
13606,LookAtMeArianna,0.0,1.0,1.0
13607,HoneyParadise,1.0,0.0,1.0
13608,SieveMeister,0.0,1.0,1.0
13609,HellBellUk,0.0,1.0,1.0
13610,cocoacast,0.0,1.0,1.0
13611,fran_ka,1.0,0.0,1.0
13612,cinephile66,1.0,0.0,1.0
13613,kittynel,1.0,0.0,1.0
13614,abba_ks,0.0,1.0,1.0
13615,chelseajenkins,0.0,1.0,1.0
13616,tina2055,0.0,1.0,1.0
13617,ZachTocchi,0.0,1.0,1.0
13618,bombchelle512,0.0,1.0,1.0
13619,trancesonic,1.0,0.0,1.0
13620,WiltingSoul,1.0,0.0,1.0
13621,Cheekynath,1.0,0.0,1.0
13622,irCuBiC,1.0,0.0,1.0
13623,xqz_moi,1.0,0.0,1.0
13624,adurbin12,0.0,1.0,1.0
13625,michelelisa,1.0,0.0,1.0
13626,ShaksprGal,1.0,0.0,1.0
13627,ZachsMind,0.0,1.0,1.0
13628,theclaireharper,1.0,0.0,1.0
13629,Juuu1,0.0,1.0,1.0
13630,youroryoure,1.0,0.0,1.0
13631,MyR4,0.0,1.0,1.0
13632,gyspywarrior,0.0,1.0,1.0
13633,mybeccar,1.0,0.0,1.0
13634,JCKIEEx,1.0,0.0,1.0
13635,JnrCasper1986,0.0,1.0,1.0
13636,CynthiaBuroughs,0.0,1.0,1.0
13637,annemul,0.0,1.0,1.0
13638,azak323,0.0,1.0,1.0
13639,ladyspeaker,1.0,0.0,1.0
13640,kdawg68,0.0,1.0,1.0
13641,cassandralw,1.0,0.0,1.0
13642,whconn,0.0,1.0,1.0
13643,VivianCollado,0.0,1.0,1.0
13644,aaronjames1117,1.0,0.0,1.0
13645,Lj1127,0.0,1.0,1.0
13646,ayashcliche,0.0,1.0,1.0
13647,Xavienne,0.0,1.0,1.0
13648,BomBonAsesino1,1.0,0.0,1.0
13649,PaulaCook,0.0,1.0,1.0
13650,johnwaire,0.0,1.0,1.0
13651,muhmuhreeuh,0.0,1.0,1.0
13652,mcnimz,1.0,0.0,1.0
13653,JoLoPe,1.0,0.0,1.0
13654,anneweissenborn,1.0,0.0,1.0
13655,taramauro,0.0,1.0,1.0
13656,EllePob,1.0,0.0,1.0
13657,RamseyJR,0.0,1.0,1.0
13658,KathleenGr3y,0.0,1.0,1.0
13659,UhOhHardCore,1.0,0.0,1.0
13660,annyannyle,0.0,1.0,1.0
13661,arianataiaroa,0.0,1.0,1.0
13662,cynicalvillain,0.0,1.0,1.0
13663,inaarchuleta,0.0,1.0,1.0
13664,claudg,0.0,1.0,1.0
13665,laurlin24,1.0,0.0,1.0
13666,wizzlewolf,0.0,1.0,1.0
13667,Kelseyy101,0.0,1.0,1.0
13668,KerryPa,1.0,0.0,1.0
13669,madelinegraham,0.0,1.0,1.0
13670,MonaLiisa09,0.0,1.0,1.0
13671,jglozano,0.0,1.0,1.0
13672,Hana07,0.0,1.0,1.0
13673,LouiseMayes,0.0,1.0,1.0
13674,RochelleMcCone,1.0,0.0,1.0
13675,iHeartJB,1.0,0.0,1.0
13676,Codepope,1.0,0.0,1.0
13677,mercedez000,0.0,1.0,1.0
13678,Prettyhairspray,0.0,1.0,1.0
13679,Livedreams9,1.0,0.0,1.0
13680,booyah_05,0.0,1.0,1.0
13681,Gracethomo,1.0,0.0,1.0
13682,LauKelz,0.0,1.0,1.0
13683,linlori,0.0,1.0,1.0
13684,zoppity,0.0,1.0,1.0
13685,cwarden,0.0,1.0,1.0
13686,slinqui,1.0,0.0,1.0
13687,BradleyF81,0.0,1.0,1.0
13688,tamaralamala,0.0,1.0,1.0
13689,DiiGomes,0.0,1.0,1.0
13690,BethanyMcFlyX,0.0,1.0,1.0
13691,damagereport,0.0,1.0,1.0
13692,Danab52,0.0,1.0,1.0
13693,MakingSense,1.0,0.0,1.0
13694,Seleena_K,0.0,1.0,1.0
13695,AngelaCYaws,0.0,1.0,1.0
13696,osum,0.0,1.0,1.0
13697,SaraShem,0.0,1.0,1.0
13698,phyllie417,0.0,1.0,1.0
13699,patrykpeszko,0.0,1.0,1.0
13700,meeshdarling,0.0,1.0,1.0
13701,roves,0.0,1.0,1.0
13702,KevDaly,0.0,1.0,1.0
13703,crazybeauty86,1.0,0.0,1.0
13704,x_greenmints,0.0,1.0,1.0
13705,solarswift,0.0,1.0,1.0
13706,Jannah_Banana,0.0,1.0,1.0
13707,flukux,1.0,0.0,1.0
13708,BevyJean72,0.0,1.0,1.0
13709,BooshGirl4Life,0.0,1.0,1.0
13710,MaranweTelrunya,0.0,1.0,1.0
13711,krazykriz,0.0,1.0,1.0
13712,allieloves,0.0,1.0,1.0
13713,silasram,1.0,0.0,1.0
13714,smok,1.0,0.0,1.0
13715,lgoddard,0.0,1.0,1.0
13716,mlhansen,0.0,1.0,1.0
13717,victoriaaemm,0.0,1.0,1.0
13718,nikkiwoods,1.0,0.0,1.0
13719,SarraSky,1.0,0.0,1.0
13720,HUIYUNN,1.0,0.0,1.0
13721,melindawarren1,0.0,1.0,1.0
13722,KennedyDeSousa,0.0,1.0,1.0
13723,AdamHaroun,0.0,1.0,1.0
13724,minxuan,0.0,1.0,1.0
13725,wheresthefood,0.0,1.0,1.0
13726,intheglow,1.0,0.0,1.0
13727,K_dell,0.0,1.0,1.0
13728,cazz91,0.0,1.0,1.0
13729,TereGomez,0.0,1.0,1.0
13730,kellynkohler,0.0,1.0,1.0
13731,sp3nce89,0.0,1.0,1.0
13732,therealslimbaby,0.0,1.0,1.0
13733,kimdehaven,0.0,1.0,1.0
13734,robcthegeek,1.0,0.0,1.0
13735,Vans715,0.0,1.0,1.0
13736,kaisapan,1.0,0.0,1.0
13737,theswatchaholic,1.0,0.0,1.0
13738,ztnewetnorb,1.0,0.0,1.0
13739,keepitnatural87,0.0,1.0,1.0
13740,AP2005,1.0,0.0,1.0
13741,singmeasmile13,0.0,1.0,1.0
13742,HeatherMaine,0.0,1.0,1.0
13743,lola0813,0.0,1.0,1.0
13744,lalbobbilynn,0.0,1.0,1.0
13745,AngstyRossini,1.0,0.0,1.0
13746,em_c,1.0,0.0,1.0
13747,AminaSade,0.0,1.0,1.0
13748,jboner,0.0,1.0,1.0
13749,msfudgey,0.0,1.0,1.0
13750,SebbeSkoog,0.0,1.0,1.0
13751,_samanthamarie,0.0,1.0,1.0
13752,xGeorgieeex,0.0,1.0,1.0
13753,dudektria,0.0,1.0,1.0
13754,that_kat,0.0,1.0,1.0
13755,ladyvamp666,0.0,1.0,1.0
13756,kendogger2002,0.0,1.0,1.0
13757,UKScouting,1.0,0.0,1.0
13758,katieisaacs,0.0,1.0,1.0
13759,berryhelpful,0.0,1.0,1.0
13760,LexiBabia,1.0,0.0,1.0
13761,NicWilko,1.0,0.0,1.0
13762,drumfreakbeat,0.0,1.0,1.0
13763,yojesuisclement,1.0,0.0,1.0
13764,joe_carney,1.0,0.0,1.0
13765,CeLine_XD,1.0,0.0,1.0
13766,stephpeartree,1.0,0.0,1.0
13767,Roebot,0.0,1.0,1.0
13768,novan_,1.0,0.0,1.0
13769,_ashleyolsen,0.0,1.0,1.0
13770,chells,0.0,1.0,1.0
13771,motherchina,0.0,1.0,1.0
13772,Neukom,0.0,1.0,1.0
13773,ACTinglikeamama,1.0,0.0,1.0
13774,PokemonNoBaka,1.0,0.0,1.0
13775,matthewcperdue,1.0,0.0,1.0
13776,jesscorrie,1.0,0.0,1.0
13777,JadeLouiseXoxO,0.0,1.0,1.0
13778,goldfries,0.0,1.0,1.0
13779,Annobee,0.0,1.0,1.0
13780,Patti_OShea,0.0,1.0,1.0
13781,boreas26,1.0,0.0,1.0
13782,Misses_Gola,1.0,0.0,1.0
13783,MishelleRenae,1.0,0.0,1.0
13784,clanaja,0.0,1.0,1.0
13785,Fitchgirl1701,0.0,1.0,1.0
13786,KnutEND,1.0,0.0,1.0
13787,elizabethpw,0.0,1.0,1.0
13788,chloethelwell,0.0,1.0,1.0
13789,hassanz,1.0,0.0,1.0
13790,heidiprice,0.0,2.0,2.0
13791,MizG,0.0,1.0,1.0
13792,MoshWenis,0.0,1.0,1.0
13793,Liiids,0.0,1.0,1.0
13794,itssarabitch,0.0,1.0,1.0
13795,Brittdick,0.0,1.0,1.0
13796,DAVA6219,0.0,1.0,1.0
13797,KindDog,2.0,0.0,2.0
13798,JanayS,1.0,0.0,1.0
13799,Mogg,1.0,0.0,1.0
13800,buchanan94,0.0,1.0,1.0
13801,ertner,0.0,1.0,1.0
13802,thetricktolife,1.0,0.0,1.0
13803,lucycholloway,1.0,0.0,1.0
13804,sarahmarah24,0.0,1.0,1.0
13805,taufikn,0.0,2.0,2.0
13806,marvlove,0.0,1.0,1.0
13807,ColtSeaversPS,1.0,0.0,1.0
13808,terifacio,0.0,1.0,1.0
13809,lovehysteric,1.0,0.0,1.0
13810,BritPalmer,1.0,0.0,1.0
13811,kicknpirate10,0.0,1.0,1.0
13812,xxvannyxx,0.0,1.0,1.0
13813,styleish,0.0,1.0,1.0
13814,amy_collier,1.0,0.0,1.0
13815,tabbycockrell,1.0,0.0,1.0
13816,emilytjames,1.0,0.0,1.0
13817,TheMacMommy,1.0,0.0,1.0
13818,TerribleDancer,0.0,1.0,1.0
13819,supernaturalamy,0.0,1.0,1.0
13820,kaitlinnelaine,0.0,1.0,1.0
13821,yenbear,0.0,1.0,1.0
13822,dreamsofgaia,1.0,0.0,1.0
13823,seanwyngaard,1.0,0.0,1.0
13824,suzukigsxr29,1.0,0.0,1.0
13825,dodgergirly,0.0,1.0,1.0
13826,jrnoss,0.0,1.0,1.0
13827,primalcarl,0.0,1.0,1.0
13828,mcevoy1rachael,0.0,1.0,1.0
13829,yoteun,1.0,0.0,1.0
13830,heymegann,0.0,1.0,1.0
13831,lain7,0.0,1.0,1.0
13832,vanessa1001,0.0,1.0,1.0
13833,pims,1.0,0.0,1.0
13834,michaellasmanis,0.0,1.0,1.0
13835,houzhou,1.0,0.0,1.0
13836,Katgirl625,0.0,1.0,1.0
13837,gab_iii,1.0,0.0,1.0
13838,janicecroze,1.0,0.0,1.0
13839,cyannea,1.0,0.0,1.0
13840,MarkoNastic,0.0,1.0,1.0
13841,clutch_22,0.0,1.0,1.0
13842,monochromefilm,0.0,1.0,1.0
13843,justrobwastaken,1.0,0.0,1.0
13844,pibby,1.0,0.0,1.0
13845,autumnbal12,0.0,1.0,1.0
13846,Chassidy7,0.0,1.0,1.0
13847,jacqu1e,0.0,1.0,1.0
13848,ngelzz,1.0,0.0,1.0
13849,plumkitty,0.0,1.0,1.0
13850,beccans,0.0,1.0,1.0
13851,carlagd,0.0,1.0,1.0
13852,inimeg,2.0,0.0,2.0
13853,artfuldodga,0.0,1.0,1.0
13854,kellz314,0.0,1.0,1.0
13855,SaxenaAkshay,1.0,0.0,1.0
13856,Stiltification,0.0,1.0,1.0
13857,hamtim,0.0,1.0,1.0
13858,bigjim,0.0,1.0,1.0
13859,tannieo,1.0,0.0,1.0
13860,averyyoon,1.0,0.0,1.0
13861,whossoupysales,0.0,1.0,1.0
13862,luvmycatahoula,1.0,0.0,1.0
13863,helenabaert,0.0,1.0,1.0
13864,jinxedream07,1.0,0.0,1.0
13865,EleniJK,0.0,1.0,1.0
13866,AnneDouglas,0.0,1.0,1.0
13867,hinjowarwi,1.0,0.0,1.0
13868,liquid_hater,0.0,1.0,1.0
13869,teamellyn,1.0,0.0,1.0
13870,chelseaheather,1.0,0.0,1.0
13871,rachelslott,0.0,1.0,1.0
13872,mamabird00,0.0,1.0,1.0
13873,Vivacious07,0.0,1.0,1.0
13874,courtj08,1.0,0.0,1.0
13875,ccunningham1,0.0,1.0,1.0
13876,Ken_Cru,1.0,0.0,1.0
13877,hoshietashie,0.0,1.0,1.0
13878,NesttySantta,1.0,0.0,1.0
13879,Kazmo70,0.0,1.0,1.0
13880,primatage,3.0,1.0,4.0
13881,swayts01,0.0,1.0,1.0
13882,GroleauNET,0.0,1.0,1.0
13883,Bezalel,0.0,1.0,1.0
13884,trishaJabbott,0.0,1.0,1.0
